MEDICATION;ATC_CODE;CAT_MATCH;size;PIPE;INGREDIENT;STEP1;STEP2;STEP31;STEP32;STEP33;LEV1;LEV2;LEV3;TRUE12;TRUE123;TRUE13;TRUE23;MATCH;ATC_JOS_LVL1;ATC_CODE_LVL1;eval1;eval2;eval31;eval32;eval33;correct;level;kommentar;Kommentar Apotheke
Circadin 2mg;N05CH01;Fuzzy Match;105;0;;;N05CH01;N05CH01;N06AB04;C09CA07;100;72.0;72.0;0;0;0;1;1;N;N;;1;1;0;0;0;5;;
INHIXA 4.000 I.E. 40 mg/0,4 ml  (Pat. < 90kg);;No Match;105;0;;;;B02BD09;B02BD36;;69;69.0;;0;0;0;0;0;B;;;;0;0;;B01AB05;5;;
ELEKTROLYT Inf.-Lsg. 153 PE-Flasche 500ml;;No Match;105;0;;;;B05BB01;;;78;;;0;0;0;0;0;B;;;;1;;;0;5;;
VOMEX A Dragees N | (Dimenhydrinat);;No Match;105;1;dimenhydrinat;A04AB02;A04AB02;A04AB02;;;100;;;1;1;1;1;0;A;;1;1;1;;;0;5;;
HEPARIN NATRIUM 5.000 ratiopharm Fertigspritzen | (Heparin natrium (Schwein));;No Match;105;1;heparin natrium (schwein);;;B01AB01;;;83;;;0;0;0;0;0;B;;;;1;;;0;5;;
LYRICA 300 mg Hartkapseln | (Pregabalin);;No Match;104;1;pregabalin;N03AX16;;N03AX16;;;88;;;0;0;1;0;0;N;;1;;1;;;0;5;;
SEROQUEL Filmtabletten | (Quetiapin);;No Match;104;1;quetiapin;N05AH04;;N05AH04;;;56;;;0;0;1;0;0;N;;1;;1;;;0;5;;
MIRTAZAPIN HEXAL 45 mg Filmtabletten | (Mirtazapin);;No Match;104;1;mirtazapin;N06AX11;N06AX11;N06AX11;;;95;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
CALCIUMFOLINAT Kabi 10 mg/ml 50mg Inj.-/Inf.-Lsg. | (Folinsäure);;No Match;104;1;folinsäure;V03AF03;V03AF03;V03AF03;;;93;;;1;1;1;1;0;V;;1;1;1;;;0;5;;
Monoembolex 3000;;No Match;104;0;;;;B02BD04;J01XX01;;62;60.0;;0;0;0;0;0;B;;;;0;0;;B01AB13;5;;
FUROSEMID-ratiopharm Inj.-Lsg. Ampullen | (Furosemid);;No Match;103;1;furosemid;C03CA01;;C03CA01;;;89;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Vitamin D3 (p.o.) 20.000 IE/mL Lösung;;No Match;103;0;;;;A11CC05;N07XB52;A11DA01;83;67.0;67.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
Granisetron;;No Match;103;0;;;A04AA02;A04AA02;;;100;;;0;0;0;1;0;A;;;1;1;;;0;5;;
Rocephin 2 g;;No Match;103;0;;;;L01DC03;G01AA10;R05CB02;70;62.0;59.0;0;0;0;0;0;L;;;;0;0;0;J01DD04;5;;
HALDOL Janssen Tabletten | (Haloperidol);;No Match;102;1;haloperidol;N05AD01;;N05AD01;;;88;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Pantozol 20mg;;No Match;102;0;;;;A02BC02;N06AF04;;74;69.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
RAMIPRIL HEXAL comp. 5 mg/25 mg Tabletten | (Ramipril);;No Match;102;1;ramipril;;C09BA25;C09BA25;;;100;;;0;0;0;1;0;C;;;1;1;;;0;5;;
DOXAZOSIN ratiopharm 4 mg Retardtabletten | (Doxazosin);;No Match;102;1;doxazosin;C02CA04;;C02CA04;;;96;;;0;0;1;0;0;C;;1;;1;;;0;5;;
SEROQUEL Prolong 200 mg Retardtabletten | (Quetiapin);;No Match;102;1;quetiapin;N05AH04;;N05AH04;;;89;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Obsidan 25 mg;;No Match;102;0;;;;C07AA05;;;96;;;0;0;0;0;0;C;;;;1;;;0;5;;
Aciclovir AS;;No Match;102;0;;;;J05AB01;;;86;;;0;0;0;0;0;J;;;;0;;;S01AD03;5;könnte auch Augensalbe sein, wegen AS, dann wäre der Code D06BB03;S01AD03
NOVAMINSULFON ratioph.1 g/2 ml Inj.Lsg. Ampullen, >53kg und >15Jahre| (Metamizol);;No Match;101;1;metamizol;N02BB02;;N02BB02;;;81;;;0;0;1;0;0;N;;1;;1;;;0;5;;
1 URBASON 4 mg Tabletten | (Methylprednisolon);;No Match;101;1;methylprednisolon;;;H02AB04;;;82;;;0;0;0;0;0;H;;;;1;;;0;5;;
Antra 40mg;;No Match;101;0;;;;L01EX13;A02BC01;L01EG02;73;72.0;70.0;0;0;0;0;0;L;;;;0;1;0;0;5;;
PARACETAMOL B.Braun 10mg/ml 500mg Infusionslsg. |(>10 bis 50kg 15mg/kg KG pro Anwendung);;No Match;101;1;>10 bis 50kg 15mg/kg kg pro anwendung;;;N02BE01;;;100;;;0;0;0;0;0;N;;;;1;;;0;5;;
ULTIBRO Breezhaler 85 µg/43 µg Hartk.m.Plv.z.Inh. | (Indacaterol, Glycopyrronium-Kation);;No Match;101;1;indacaterol, glycopyrronium-kation;;R03AL04;R03AL04;R03BA02;R03AC18;100;65.0;65.0;0;0;0;1;0;R;;;1;1;0;0;0;5;;
DEXAMETHASON JENAPHARM Tabletten | (Dexamethason);;No Match;101;1;dexamethason;;;H02AB02;;;92;;;0;0;0;0;0;H;;;;1;;;0;5;;
E153 500 ml;;No Match;100;0;;;;N07XX04;A06AX01;L01XC40;64;60.0;56.0;0;0;0;0;0;N;;;;0;0;0;B05BB01;5;;
URBASON solubile forte 1000 mg Tr.-Subst. | (Methylprednisolon);;No Match;100;1;methylprednisolon;;;H02AB04;;;78;;;0;0;0;0;0;H;;;;1;;;0;5;;
MTX;;No Match;100;0;;;;L01BA01;M01CX01;;100;100.0;;0;0;0;0;0;L;;;;1;0;;0;5;ATC Code eindeutig? M01CX01 oder L01BA01;L01BA01
"[4 - Cyclophosphamid Euro-Lupus Schema]NATRIUMCHLORID Inf.Lsg.154 über 2h";;No Match;100;0;;;;L01AA01;D01AE14;J05AB01;94;55.0;51.0;0;0;0;0;0;L;;;;1;0;0;0;5;;
MonoEmbolex 3000;;No Match;100;0;;;;B02BD04;J01XX01;;62;60.0;;0;0;0;0;0;B;;;;0;0;;B01AB13;5;;
KIOVIG 100 mg/ml Infusionslösung | (Immunglobulin G vom Menschen);;No Match;100;1;immunglobulin g vom menschen;;;J06BA02;;;72;;;0;0;0;0;0;J;;;;1;;;0;5;;
TINCTURA OPII normata PhEur Opiumtinktur | (Morphin, Codein, Thebain);;No Match;99;1;morphin, codein, thebain;;;D08AE56;N05CP01;J07BD54;51;48.0;47.0;0;0;0;0;0;D;;;;0;0;0;A07DA02;5;Neuer Handelsname? Opiumtinktur? ATC Code A07DA02 korrekt?;A07DA02
SOLIAN Tabletten | (Amisulprid);;No Match;99;1;amisulprid;N05AL05;;N05AL05;;;67;;;0;0;1;0;0;N;;1;;1;;;0;5;;
HEPA MERZ GRANULAT 3000 | (Ornithin);;No Match;99;1;ornithin;A05BA17;;A05BA17;;;100;;;0;0;1;0;0;A;;1;;1;;;0;5;;
Torasemid 10mg;;No Match;98;0;;;;C03CA04;;;100;;;0;0;0;0;0;C;;;;1;;;0;5;;
GABAPENTIN HEXAL 100 mg Hartkapseln | (Gabapentin);;No Match;98;1;gabapentin;N03AX12;N03AX12;N03AX12;;;95;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
Calcitriol 0,25 µg;;No Match;98;0;;;;A11CC04;N05CD05;;94;65.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
MORPHIN;;No Match;98;0;;;;N02AA01;;;100;;;0;0;0;0;0;N;;;;1;;;0;5;;
MILAX 1,0 Suppositorien | (Glycerol 85%);;No Match;98;1;glycerol 85%;A06AX01;;A06AX01;;;100;;;0;0;1;0;0;A;;1;;1;;;0;5;;
TAVOR 0,5 mg Tabletten | (Lorazepam);;No Match;98;1;lorazepam;N05BA06;;N05BA06;;;96;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Heparininfusionszusatz;;No Match;98;0;;;;L01CE01;L01XC03;L01XC26;57;54.0;53.0;0;0;0;0;0;L;;;;0;0;0;unspec;unspec;ATC Code B01AB01 korrekt?;nicht eindeutig
0 Dexamethason 8 mg (1 xtgl vor CTx);;No Match;97;0;;;;H02AB02;;;93;;;0;0;0;0;0;H;;;;1;;;0;5;;
CYMBALTA magensaftresistente Kapseln | (Duloxetin);;No Match;97;1;duloxetin;;;N06AX21;G04BX18;;76;33.0;;0;0;0;0;0;N;;;;1;0;;0;5;;
LOSARTAN HEXAL 50mg Filmtabletten | (Losartan);;No Match;97;1;losartan;;C09CA01;C09DA21;C09CA01;;100;100.0;;0;0;0;0;0;C;;;1;0;1;;0;5;;
[4 - Rtx low dose] PARACETAMOL ratiopharm 500 mg Tabletten | (Paracetamol);;No Match;97;1;paracetamol;N02BE01;;N02BE01;;;21;;;0;0;1;0;0;N;;1;;1;;;0;5;;
"PREDNISOLON 20 mg Jenapharm Tabletten | (Prednisolon)[Stoß Vaskulitis]";;No Match;97;1;prednisolon) [stoß vaskulitis;;;H02AB06;S01CA53;;82;79.0;;0;0;0;0;0;H;;;;1;0;;0;5;;
Rifaximin 550mg;;No Match;97;0;;;;A07AA11;A16AX04;G04BA04;79;69.0;67.0;0;0;0;0;0;A;;;;1;0;0;0;5;ist A07AA11 korrekt, in der Verordnung steht doch nur der Wirkstoff oder?;A07AA11
PRAMIPEXOL HEXAL 0,7 mg Tabletten | (Pramipexol);;No Match;96;1;pramipexol;N04BC05;;N04BC05;;;89;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Clopidogrel 75mg;;No Match;96;0;;;;B01AC04;S01EA03;C09CA04;77;65.0;64.0;0;0;0;0;0;B;;;;1;0;0;0;5;;
Dekristol;;No Match;96;0;;;A11CC05;A11CC05;;;100;;;0;0;0;1;0;A;;;1;1;;;0;5;;
QUETIAPIN HEXAL mg Filmtabletten | (Quetiapin);;No Match;96;1;quetiapin;N05AH04;;N05AH04;;;95;;;0;0;1;0;0;N;;1;;1;;;0;5;;
LEPONEX 50 Tabletten | (Clozapin);;No Match;96;1;clozapin;N05AH02;;N05AH02;;;74;;;0;0;1;0;0;N;;1;;1;;;0;5;;
ZYPREXA VELOTAB  Schmelztabletten | (Olanzapin);;No Match;96;1;olanzapin;N05AH03;;N05AH03;;;88;;;0;0;1;0;0;N;;1;;1;;;0;5;;
TIAPRIDEX Tabletten | (Tiaprid);;No Match;96;1;tiaprid;N05AL03;;N05AL03;;;53;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Mannitol 15%;;No Match;95;0;;;;B05BC01;;;100;;;0;0;0;0;0;B;;;;1;;;0;5;;
PREDNISOLUT 100 mg L Trockensubst.m.Lösungsm. | (Prednisolon 21-hydrogensuccinat);;No Match;95;1;prednisolon 21-hydrogensuccinat;H02AB06;;H02AB06;;;94;;;0;0;1;0;0;H;;1;;1;;;0;5;;
PREDNISOLON 60 mg Jenapharm Tabletten | (Prednisolon);;No Match;95;1;prednisolon;;;H02AB06;;;79;;;0;0;0;0;0;H;;;;1;;;0;5;;
"Ern. ent: Sonde normokalorisch 1kcal/ml, ballaststoffhaltig; 500kcal";;No Match;95;0;;;;J07BC01;G04BD04;;55;54.0;;0;0;0;0;0;J;;;;0;0;;nomed;nomed;;Ernährung, no med
MORPHIN hameln 10 mg Inj.Lösung Ampullen | (Morphin);;No Match;95;1;morphin;;;N02AA01;;;90;;;0;0;0;0;0;N;;;;1;;;0;5;;
"[Trägerlösung Inhalation SULTANOL + ATROVENT]NACL 0,9% | (Natrium-Ion, Chlorid-Ion)";R03AC02;Fuzzy Match;95;1;natrium-ion, chlorid-ion;;;R03AC02;;;100;;;0;0;0;0;1;R;R;;;1;;;0;5;;
Magnesium;;No Match;95;0;;;;A12CC05;A12CC11;A12CC14;100;100.0;100.0;0;0;0;0;0;A;;;;0;0;0;unspec;unspec;???;nicht eindeutig
Jurnista 4mg;N02AA03;Fuzzy Match;95;0;;;N02AA03;N02AA03;;;100;;;0;0;0;1;1;N;N;;1;1;;;0;5;;
RANITIC 300 Filmtabletten | (Ranitidin);;No Match;95;1;ranitidin;;;N03AG01;;;77;;;0;0;0;0;0;N;;;;0;;;A02BA02;5;;
Tavor 0,5 mg;;No Match;95;0;;;;N05BA06;G04CB02;;96;80.0;;0;0;0;0;0;N;;;;1;0;;0;5;;
Prednisolon 100 mg;;No Match;94;0;;;;H02AB06;;;83;;;0;0;0;0;0;H;;;;1;;;0;5;;
ZYPREXA mg überzogene Tabletten | (Olanzapin);;No Match;94;1;olanzapin;N05AH03;;N05AH03;;;78;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Vincristin;L01CA02;Fuzzy Match;94;0;;;L01CA02;G02AD02;G03AA07;S01XC07;61;60.0;59.0;0;0;0;0;2;G;L;;1;0;0;0;0;5;ATC Code L01CA02 korrekt?;L01CA02
BISOPROLOL ratiopharm 10 mg Tabletten | (Bisoprolol);;No Match;94;1;bisoprolol;;;C07AB07;;;96;;;0;0;0;0;0;C;;;;1;;;0;5;;
"[1 - Prä Thymoglobulin, Prednisolon]NATRIUMCHLORID Inf.Lsg.154";;No Match;94;0;;;;N02AA01;A02BC04;L04AD02;53;53.0;53.0;0;0;0;0;0;N;;;;0;0;0;H02AB06;5;mehrere Medikamente?;H02AB06
E153 1000ml;;No Match;94;0;;;;V06DB50;;;71;;;0;0;0;0;0;V;;;;0;;;B05BB01;5;;
Pantoprazol 40mg;;No Match;93;0;;;;A02BC02;;;100;;;0;0;0;0;0;A;;;;1;;;0;5;;
Fluconazol;;No Match;93;0;;;J02AC01;J02AC01;;;100;;;0;0;0;1;0;J;;;1;1;;;0;5;;
Humalog;;No Match;93;0;;;;A10AB04;;;100;;;0;0;0;0;0;A;;;;1;;;0;5;;
Tryasol;;No Match;93;0;;;;N02AX02;C02DB01;R03AC02;62;53.0;53.0;0;0;0;0;0;N;;;;1;1;1;R05DA04;5;ATC code R05DA04 korrekt?;R05DA04
FERINJECT 500 mg;;No Match;93;0;;;;B03AC01;B06AC01;;72;69.0;;0;0;0;0;0;B;;;;1;0;;0;5;;
"PANTOPRAZOL HEXAL 40 mg magensaftres.Tabletten | (Pantoprazol)[Stoß Vaskulitis]";;No Match;93;1;pantoprazol) [stoß vaskulitis;;A02BC02;A02BC02;;;95;;;0;0;0;1;0;A;;;1;1;;;0;5;;
Risperidon;;No Match;93;0;;;N05AX08;N05AX08;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
5-ALA;;No Match;93;0;;;;M05BA08;G02AD05;N07AX01;62;62.0;62.0;0;0;0;0;0;M;;;;0;0;0;L01XD04;5;Was ist das? Gibt es einen ATC Code?;L01XD04
Folsäure;;No Match;92;0;;;B03BB01;B03BB01;;;100;;;0;0;0;1;0;B;;;1;1;;;0;5;;
PREDNISOLON  Jenapharm Tabletten | (Prednisolon);;No Match;92;1;prednisolon;;;H02AB06;;;91;;;0;0;0;0;0;H;;;;1;;;0;5;;
SOLIAN  Tabletten | (Amisulprid);;No Match;92;1;amisulprid;N05AL05;;N05AL05;;;67;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Esomeprazol 20 mg;;No Match;92;0;;;;A02BC05;A02BC01;D08AX05;79;62.0;61.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
TOREM 5 mg Tabletten | (Torasemid);;No Match;92;1;torasemid;C03CA04;;C03CA04;;;71;;;0;0;1;0;0;C;;1;;1;;;0;5;;
CLEXANE 6.000 I.E. 60mg/0,6ml ILO F.Sp.+Sich-Sys. | (Enoxaparin natrium);;No Match;92;1;enoxaparin natrium;B01AB05;;B01AB05;;;79;;;0;0;1;0;0;B;;1;;1;;;0;5;;
NITROLINGUAL akut Spray (23,2 Vol.%-Alkohlg.) | (Glyceroltrinitrat);;No Match;92;1;glyceroltrinitrat;C01DA02;C01DA02;C01DA02;;;100;;;1;1;1;1;0;C;;1;1;1;;;0;5;;
PREDNISOLON ... mg Jenapharm Tabletten | (Prednisolon);;No Match;92;1;prednisolon;;;H02AB06;;;88;;;0;0;0;0;0;H;;;;1;;;0;5;;
Torem 10;;No Match;92;0;;;;C03CA04;L04AC16;;82;67.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
Inf. E153 + Glucose 5% (i.v.) 500 mL (2. Schenkel o. Zugang);;No Match;92;0;;;;N04BC05;G04BX21;L04AA44;57;53.0;53.0;0;0;0;0;0;N;;;;0;0;0;B05BB01;5;;
RISPERIDON HEXAL  Filmtabletten | (Risperidon);;No Match;92;1;risperidon;N05AX08;;N05AX08;;;89;;;0;0;1;0;0;N;;1;;1;;;0;5;;
ELEKTROLYT Inf.-Lsg. 153 m. Glucose 5 | (Glucose, wasserfrei zur parenteralen Anwendung);;No Match;92;1;glucose, wasserfrei zur parenteralen anwendung;;;B05BB02;;;78;;;0;0;0;0;0;B;;;;0;;;B05BB01;5;;
"ELEKTROLYT Inf.-Lsg. 153 | (Na, Ka, Ca, Mg)je nach Pat.-Erfordernis, Zieleinfuhr: 2000ml";;No Match;92;1;na, ka, ca, mg) je nach pat.-erfordernis, zieleinfuhr: 2000m;;;B05BB01;;;78;;;0;0;0;0;0;B;;;;1;;;0;5;;
Seroquel;;No Match;91;0;;;N05AH04;N05AH04;G02CB05;V04CK01;100;62.0;62.0;0;0;0;1;0;N;;;1;1;0;0;0;5;;
Entresto 24/26;;No Match;91;0;;;;C09DX04;;;88;;;0;0;0;0;0;C;;;;1;;;0;5;;
SEROQUEL Prolong Retardtabletten | (Quetiapin);;No Match;91;1;quetiapin;N05AH04;;N05AH04;;;86;;;0;0;1;0;0;N;;1;;1;;;0;5;;
URAPIDIL Stragen i.v. 50 mg Ampullen | (Urapidil);;No Match;91;1;urapidil;C02CA06;C02CA06;C02CA06;;;100;;;1;1;1;1;0;C;;1;1;1;;;0;5;;
"[Prednisolon Stoß Vaskulitis]NATRIUMCHLORID Inf.Lsg.154 über 1h";;No Match;91;0;;;;H02AB06;S01CA53;;61;59.0;;0;0;0;0;0;H;;;;1;0;;0;5;check, da sind doch zwei Verordnungen oder?;H02AB06
HALOPERIDOL ratiopharm 2 mg/ml Lösung zum Einn. | (Haloperidol);;No Match;91;1;haloperidol;N05AD01;;N05AD01;;;96;;;0;0;1;0;0;N;;1;;1;;;0;5;;
"[2 - Prä Thymoglobulin, Ranitidin]NATRIUMCHLORID Inf.Lsg.154";;No Match;91;0;;;;M01AX24;A02BC04;A07DA03;55;53.0;50.0;0;0;0;0;0;M;;;;0;0;0;A02BA02;5;Ist hier das Ranitidin mit A02BA02 der korrekte Code?; A02BA02
"[4 - Wässerung nach CYP, Furosemid]NATRIUMCHLORID Inf.Lsg.154";;No Match;91;0;;;;A01AB02;B02BC51;;51;48.0;;0;0;0;0;0;A;;;;0;0;;B05BB11;5;;
INNOHEP 20.000 Anti XA I.E./ml 0,6 ml Fertigspr. | (Tinzaparin natrium);;No Match;91;1;tinzaparin natrium;B01AB10;;B01AB10;;;77;;;0;0;1;0;0;B;;1;;1;;;0;5;;
Omeprazol 40 mg;;No Match;90;0;;;;A02BC01;A02BC05;L03AX13;75;74.0;65.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
LEVETIRACETAM HEXAL 1000 mg Filmtabletten | (Levetiracetam);;No Match;90;1;levetiracetam;N03AX14;N03AX14;N03AX14;;;96;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
Lyrica;;No Match;90;0;;;N03AX16;N03AX16;V06DB50;;100;62.0;;0;0;0;1;0;N;;;1;1;0;;0;5;;
IRENAT Tropfen | (Natriumperchlorat);;No Match;90;1;natriumperchlorat;H03BC02;;H03BC02;;;60;;;0;0;1;0;0;H;;1;;1;;;0;5;;
Esomeprazol 20mg;;No Match;90;0;;;;A02BC05;N02AA01;A02BC02;81;69.0;68.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
Tamsulosin 0,4 mg;;No Match;89;0;;;;G04CA02;H02AA02;;83;62.0;;0;0;0;0;0;G;;;;1;0;;0;5;;
CLINDA-SAAR 600 mg Injektionslsg. Durchstechfl. in 50 ml NaCl über 1 h| (Clindamycin);;No Match;89;1;clindamycin;;;J01FF01;;;97;;;0;0;0;0;0;J;;;;1;;;0;5;;
Torem 5mg;;No Match;89;0;;;;C03CA04;;;72;;;0;0;0;0;0;C;;;;1;;;0;5;;
CLINDA-SAAR 600 mg Injektionslsg. Durchstechfl. | (Clindamycin);;No Match;89;1;clindamycin;;;J01FF01;;;97;;;0;0;0;0;0;J;;;;1;;;0;5;;
RISPERIDON HEXAL mg Filmtabletten | (Risperidon);;No Match;88;1;risperidon;N05AX08;;N05AX08;;;97;;;0;0;1;0;0;N;;1;;1;;;0;5;;
TEMGESIC sublingual 0,2 mg Sublingualtabletten | (Buprenorphin);;No Match;88;1;buprenorphin;;N02AE01;N02AE01;;;96;;;0;0;0;1;0;N;;;1;1;;;0;5;;
Prednisolon 5 mg;;No Match;88;0;;;;S01CA53;H02AB06;;81;81.0;;0;0;0;0;0;S;;;;0;1;;0;5;;
Etoposid;;No Match;88;0;;;L01CB01;L01CB01;V04CA06;N05CM22;100;62.0;57.0;0;0;0;1;0;L;;;1;1;0;0;0;5;;
FERINJECT 50 mg Eisen/ml Injektions-/Infusionslsg. | (Eisen(III)-Ion);;No Match;88;1;eisen(iii)-ion;;;B03AC01;B03AC07;;75;52.0;;0;0;0;0;0;B;;;;1;0;;0;5;;
Bisoprolol 2,5 mg;;No Match;88;0;;;;C07AB07;;;83;;;0;0;0;0;0;C;;;;1;;;0;5;;
HUMALOG 100 E./ml Injektionslösung | (Insulin lispro);;No Match;88;1;insulin lispro;;;A10AB04;;;93;;;0;0;0;0;0;A;;;;1;;;0;5;;
TORASEMID 10 mg Tabletten | (Torasemid);;No Match;88;1;torasemid;C03CA04;;C03CA04;;;88;;;0;0;1;0;0;C;;1;;1;;;0;5;;
LISINOPRIL ratiopharm 10 mg Tabletten | (Lisinopril);;No Match;88;1;lisinopril;C09AA03;;C09AA03;;;96;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Allopurinol 100 mg;;No Match;88;0;;;;M04AA51;M04AA01;;76;76.0;;0;0;0;0;0;M;;;;0;1;;0;5;;
VITAMIN B1 ratiopharm 50mg/ml Inj.Lsg. Ampullen | (Thiaminium-Kation);;No Match;88;1;thiaminium-kation;;;A11DA01;N07XB52;;100;55.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
VALDOXAN Filmtabletten | (Agomelatin);N06AX22;Fuzzy Match;88;1;agomelatin;N06AX22;;N06AX22;;;76;;;0;0;1;0;1;N;N;1;;1;;;0;5;;
0 Granisetron 3 mg (1xtgl vor CTx);;No Match;87;0;;;;A04AA02;;;85;;;0;0;0;0;0;A;;;;1;;;0;5;;
DIAZEPAM ratiopharm 10 mg/ml Tropfen zum Einnehmen | (Diazepam);;No Match;87;1;diazepam;N05BA01;;N05BA01;;;93;;;0;0;1;0;0;N;;1;;1;;;0;5;;
INHIXA 5.000 I.E. 50 mg/0,5 ml ILO F.Sp.+Sich-Sys. | (Enoxaparin natrium);;No Match;87;1;enoxaparin natrium;B01AB05;;B01AB05;;;36;;;0;0;1;0;0;B;;1;;1;;;0;5;;
AMITRIPTYLIN neuraxpharm 25 mg Filmtabletten | (Amitriptylin);;No Match;87;1;amitriptylin;N06AA09;;N06AA09;;;94;;;0;0;1;0;0;N;;1;;1;;;0;5;;
LEVOFLOXACIN HEXAL 750 mg Filmtabletten | (Levofloxacin);;No Match;87;1;levofloxacin;J01MA12;;J01MA12;;;91;;;0;0;1;0;0;J;;1;;1;;;0;5;;
METFORMIN HEXAL 850 mg Filmtabletten | (Metformin);;No Match;87;1;metformin;A10BA02;A10BA02;A10BA02;;;95;;;1;1;1;1;0;A;;1;1;1;;;0;5;;
E) 5-FU (3000 mg/m² KOF/Woche);;No Match;87;0;;;;B03XA01;B02BD15;;71;71.0;;0;0;0;0;0;B;;;;0;0;;L01BC02;5;Was ist das?;L01BC02
TREVILOR retard 75 mg Hartkapseln retardiert | (Venlafaxin);;No Match;87;1;venlafaxin;N06AX16;;N06AX16;;;52;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Vancomycin;;No Match;87;0;;;;A07AA09;;;100;;;0;0;0;0;0;A;;;;0;;;unspec;unspec;Pulver oder Tabletten, haben unterschiedliche ATC Codes, bei Pulver wäre es J01XA01;nicht eindeutig, kann Pulver oder Kps sein, unt ATC codes
FOSFOMYCIN Aristo 3000 mg Pul.z.Herst.e.Lsg.z.Ein. | (Fosfomycin);;No Match;87;1;fosfomycin;J01XX01;;J01XX01;;;71;;;0;0;1;0;0;J;;1;;1;;;0;5;;
"[1 - Rtx low dose, Prednisolon]NATRIUMCHLORID Inf.Lsg.154";;No Match;86;0;;;;A11CC02;M01CX01;D08AC05;55;53.0;53.0;0;0;0;0;0;A;;;;0;0;0; H02AB06;5;ATC Code H02AB06 korrekt?; H02AB06
TRAZODON-neuraxpharm Tabletten | (Trazodon);;No Match;86;1;trazodon;N06AX05;;N06AX05;;;87;;;0;0;1;0;0;N;;1;;1;;;0;5;;
PANTOPRAZOL HEXAL 40 mg;;No Match;86;0;;;A02BC02;A02BC02;;;95;;;0;0;0;1;0;A;;;1;1;;;0;5;;
ASS RATIOPHARM TAH Tabletten | (Acetylsalicylsäure);;No Match;86;1;acetylsalicylsäure;;;B01AC06;N02BA01;;100;88.0;;0;0;0;0;0;B;;;;1;0;;0;5;;
MCP 10 mg;;No Match;86;0;;;;A12CC02;A03FA01;;71;70.0;;0;0;0;0;0;A;;;;0;1;;0;5;;
Candesartan;;No Match;86;0;;;;C09CA06;;;100;;;0;0;0;0;0;C;;;;1;;;0;5;;
Esomeprazol 40mg;;No Match;86;0;;;;A02BC05;A02BC02;;100;68.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
"[3 - Cyclophosphamid n. AUSTIN, Trägerlösung]GLUCOSE Inf.-Lösung 5 über 1h";;No Match;86;0;;;;L01AA01;D01AE14;V03AE17;94;55.0;53.0;0;0;0;0;0;L;;;;1;0;0;0;5;;
Unacid 3 g;;No Match;85;0;;;;J01CR01;;;75;;;0;0;0;0;0;J;;;;1;;;0;5;;
Xipamid 20 mg;;No Match;85;0;;;;N06AB04;L01XX35;C03BA10;77;72.0;70.0;0;0;0;0;0;N;;;;0;0;1;0;5;;
UNIZINK 50 magensaftresistente Tabletten | (Zink-Ion);;No Match;85;1;zink-ion;;;A12CB05;A16AX05;;100;44.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
KEIMAX 400 mg Kapseln | (Ceftibuten);;No Match;85;1;ceftibuten;;;J01CA08;L01CH01;A12CC02;59;57.0;56.0;0;0;0;0;0;J;;;;0;0;0;J01DD14;5;;
CYMBALTA 30 mg magensaftresistente Kapseln | (Duloxetin);;No Match;85;1;duloxetin;;;N06AX21;G04BX18;;96;30.0;;0;0;0;0;0;N;;;;1;0;;0;5;;
LEVETIRACETAM HEXAL 250 mg Filmtabletten | (Levetiracetam);;No Match;85;1;levetiracetam;N03AX14;N03AX14;N03AX14;;;96;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
Melperon 25mg;;No Match;85;0;;;;N05AD03;;;100;;;0;0;0;0;0;N;;;;1;;;0;5;;
FALITHROM 3 mg Filmtabletten | (Phenprocoumon);;No Match;85;1;phenprocoumon;B01AA04;;B01AA04;;;96;;;0;0;1;0;0;B;;1;;1;;;0;5;;
"[3 - Rtx low dose, Fenistil]NATRIUMCHLORID Inf.Lsg.154";;No Match;85;0;;;;N06AG02;M01AH05;C01EB18;50;47.0;47.0;0;0;0;0;0;N;;;;0;0;0;R06AB03;5;Ist das hier Fenistil mit cem ATC Code R06AB03? ;R06AB03
